NO.,AZV1,AZV2,AZV3,AZV4,AZV5,ASV1,ASV2,ASV3,ASV4,ASV5,DSV1,DSV2,DSV3,DSV4,DSV5,AZS1,AZS2,AZS3,AZS4,AZS5,ASZ1,ASZ2,ASZ3,ASZ4,ASZ5,DN2S1,DN2S2,DN2S3,DN2S4,DN2S5,DN2I1,DN2I2,DN2I3,DN2I4,DN2I5,ASI1,ASI2,ASI3,ASI4,ASI5,DSI1,DSI2,DSI3,DSI4,DSI5,ASN1,ASN2,ASN3,ASN4,ASN5,DSN1,DSN2,DSN3,DSN4,DSN5,DN2N1,DN2N2,DN2N3,DN2N4,DN2N5,ANS1,ANS2,ANS3,ANS4,ANS5,ANV1,ANV2,ANV3,ANV4,ANV5,AZN1,AZN2,AZN3,AZN4,AZN5,ANZ1,ANZ2,ANZ3,ANZ4,ANZ5,ANI1,ANI2,ANI3,ANI4,ANI5,DSZ1,DSZ2,DSZ3,DSZ4,DSZ5,ANN1,ANN2,ANN3,ANN4,ANN5,DN2Z1,DN2Z2,DN2Z3,DN2Z4,DN2Z5
77,0.4,0.1056,0.965685,17.67767,0.24,1,1,-99,-99,0,1,1,-99,-99,0,0.6,0.1296,1.32915,9.449112,0.578434,10,114,-99,-99,-99,0.680412,0.16006,1.421485,9.7,0.66632,0.257732,0.022213,0.87897,22.863119,0.25733,0.75,0.1875,1.5,8,0.75,0.625,0.171875,1.319479,9.237604,0.540844,2.25,1.6875,2.598076,2.666667,2.25,1.875,1.546875,2.285405,3.079201,1.622531,0.773196,0.199915,1.522421,7.62104,0.77199,2,2,-99,-99,0,0.857143,0.367347,1.511858,7,0.680315,0.75,0.2475,1.445417,7.698004,0.649012,10.571429,87.877551,-99,-99,-99,0.714286,0.183673,1.447009,9.899495,0.680315,6.5,24.75,-99,-99,-99,2.142857,1.653061,2.506294,3.299832,2.040944,3.360825,4.702094,3.03645,2.828577,2.734919
78,0.985075,0.22143,2.179351,19.743202,0.915101,0.883249,0.189853,2.03256,22.966498,0.764845,0.635135,0.164171,-99,-99,0.484207,5.246269,6.325407,5.023898,4.775414,4.850521,3.441624,2.615991,4.102522,5.858768,3.299443,1.198437,0.301817,2.432501,18.454997,1.168589,0.152063,0.004648,0.871404,129.174204,0.151674,0.530457,0.05748,1.624232,36.714792,0.524803,0.347973,0.030097,1.273846,59.479919,0.300168,2.652284,1.437006,3.631893,7.342958,2.624014,1.739865,0.752431,2.848407,11.895984,1.500842,0.760313,0.116198,1.948518,25.834841,0.75837,6.236364,8.899835,5.48659,3.920147,5.815282,1.181818,0.31405,2.388934,16.390935,1.099171,3.190299,2.081129,3.981846,6.620829,3.150726,4.872727,4.995702,4.903582,4.33348,4.745358,0.763636,0.118017,1.951143,27.232614,0.75917,2.324324,1.678598,3.169937,10.558102,1.709532,3.818182,2.950413,4.362889,5.446523,3.795852,0.978398,0.200835,2.199606,20.205157,0.957696
79,0.985075,0.22143,2.179351,19.743202,0.915101,0.883249,0.189853,2.03256,22.966498,0.764845,0.635135,0.164171,-99,-99,0.484207,5.246269,6.325407,5.023898,4.775414,4.850521,3.441624,2.615991,4.102522,5.858768,3.299443,1.198437,0.301817,2.432501,18.454997,1.168589,0.152063,0.004648,0.871404,129.174204,0.151674,0.530457,0.05748,1.624232,36.714792,0.524803,0.347973,0.030097,1.273846,59.479919,0.300168,2.652284,1.437006,3.631893,7.342958,2.624014,1.739865,0.752431,2.848407,11.895984,1.500842,0.760313,0.116198,1.948518,25.834841,0.75837,6.236364,8.899835,5.48659,3.920147,5.815282,1.181818,0.31405,2.388934,16.390935,1.099171,3.190299,2.081129,3.981846,6.620829,3.150726,4.872727,4.995702,4.903582,4.33348,4.745358,0.763636,0.118017,1.951143,27.232614,0.75917,2.324324,1.678598,3.169937,10.558102,1.709532,3.818182,2.950413,4.362889,5.446523,3.795852,0.978398,0.200835,2.199606,20.205157,0.957696
80,1.85603,0.714631,3.78214,48.926774,1.09711,0.771594,0.102786,2.561001,108.508921,0.560195,0.509016,0.08423,-99,-99,0.233184,23.272677,58.055408,15.097269,4.63723,22.265354,3.393892,1.25612,5.768146,30.164511,3.266003,1.920566,0.384143,4.358681,53.929431,1.878487,0.080794,0.000654,0.898595,1090.057331,0.0807,0.39766,0.016271,1.987135,214.353622,0.392143,0.229587,0.006473,1.472505,374.619152,0.204319,3.9766,1.627133,6.283874,21.435362,3.92143,2.295869,0.647328,4.656468,37.461915,2.04319,0.807943,0.06543,2.841605,109.005733,0.807002,20.926759,48.422614,14.24406,5.905627,19.588137,1.433992,0.306984,3.580971,55.212197,1.152622,9.832222,10.002459,9.864574,8.918826,9.61587,7.724213,7.403861,8.524927,17.866078,6.8075,0.856601,0.07439,2.921384,114.237754,0.850162,1.851331,0.476096,4.101084,74.735102,1.512287,8.566008,7.439,9.238226,11.423775,8.501619,0.704498,0.05828,2.609011,158.639863,0.660285
81,0.50365,0.110874,1.184757,11.525388,0.435608,1,1,-99,-99,0,1,1,-99,-99,0,1.014599,0.379828,1.71934,7.101263,0.954983,5,9.222222,3.81852,1.42925,4.717694,0.680412,0.16006,1.421485,9.7,0.66632,0.257732,0.022213,0.87897,22.863119,0.25733,0.75,0.1875,1.5,8,0.75,0.625,0.171875,1.319479,9.237604,0.540844,2.25,1.6875,2.598076,2.666667,2.25,1.875,1.546875,2.285405,3.079201,1.622531,0.773196,0.199915,1.522421,7.62104,0.77199,2,2,-99,-99,0,0.857143,0.367347,1.511858,7,0.680315,1.138686,0.438276,1.845037,5.33638,1.130781,4.857143,9.732426,3.674706,1.824088,4.104164,0.714286,0.183673,1.447009,9.899495,0.680315,4,8,-99,-99,0,2.142857,1.653061,2.506294,3.299832,2.040944,1.71134,1.018816,2.253773,3.645938,1.675386
82,1.9678,0.518188,3.931222,31.97275,1.894061,0.929982,0.125264,2.673063,70.283821,0.854319,0.580028,0.072042,-99,-99,-99,16.284436,35.996496,11.294533,4.504898,15.607491,2.713915,0.936878,4.648976,23.240911,2.68908,1.589592,0.326689,3.5515,42.935878,1.564097,0.100163,0.001257,0.894913,633.401172,0.100054,0.452319,0.026024,1.897936,139.445465,0.44818,0.267551,0.010236,1.432403,249.721517,0.243942,3.618553,1.665562,5.368175,17.430683,3.585441,2.140408,0.655135,4.051448,31.21519,1.951537,0.801301,0.08043,2.531196,79.175146,0.800431,12.960826,22.454485,10.097799,5.531034,12.53377,1.579672,0.332887,3.523329,39.811578,1.522108,8.042934,8.146825,8.013721,8.177625,8.011709,4.815246,2.910118,6.203409,13.545362,4.805278,0.802541,0.080837,2.532531,81.272172,0.80088,1.605306,0.368514,3.508657,41.620253,1.463652,6.420328,5.173544,7.16308,10.159021,6.407037,0.600976,0.045242,2.19208,105.566862,0.600323
83,5.448789,1.60962,10.62776,94.604703,4.776879,0.586202,0.019195,3.471182,917.360778,0.505554,0.337335,0.009893,-99,-99,-99,224.096544,2515.816486,69.394988,2.74938,213.934071,1.664207,0.130034,6.024164,318.2802,1.634159,3.324511,0.527474,8.502036,174.266155,3.248436,0.038586,0.000068,0.921164,13563.84355,0.038554,0.256526,0.003095,2.364871,2024.385643,0.251825,0.139378,0.00105,1.69806,4431.927776,0.12068,5.643583,1.497919,11.092227,92.017529,5.540148,3.066315,0.507985,7.964609,201.451263,2.654969,0.848886,0.032807,4.320643,616.538343,0.848196,79.57532,305.832479,41.533712,7.442479,77.29631,1.962144,0.198003,6.44527,257.284976,1.807674,56.231901,146.643154,35.083777,9.721672,55.666216,5.975348,1.670885,11.427024,92.952089,5.897809,0.910812,0.037756,4.475665,587.500546,0.910242,0.893694,0.042239,4.295237,828.532376,0.748954,20.037856,18.273716,20.992728,26.70457,20.025314,0.252107,0.002956,2.34861,2152.736065,0.249401
84,5.709911,1.669683,11.138817,98.327009,5.027283,0.571012,0.017377,3.508139,1015.786187,0.496387,0.323059,0.008547,-99,-99,-99,247.648668,2847.593118,74.826747,2.641146,239.220548,1.621176,0.117306,6.085945,356.649088,1.599548,3.401803,0.52271,8.802138,183.688776,3.335285,0.037048,0.00006,0.922954,15405.30659,0.037026,0.251683,0.002853,2.395394,2254.478067,0.247293,0.135329,0.00094,1.722962,4539.128601,0.122686,5.788716,1.509054,11.487907,98.020786,5.687737,3.112561,0.497379,8.263034,197.353417,2.821782,0.852096,0.031605,4.426334,669.795939,0.851594,84.910466,329.294405,43.913858,7.517794,82.782697,1.964982,0.189325,6.598699,279.591463,1.814755,61.43607,166.323731,37.52724,9.603193,61.024939,5.980316,1.598864,11.690731,101.487693,5.906895,0.914566,0.036407,4.585759,636.5101,0.914059,0.858424,0.03626,4.363401,745.590086,0.794641,21.035018,19.259362,21.992526,27.674352,21.023364,0.24102,0.002578,2.34878,2468.332593,0.23876
85,7.499584,2.254195,14.522291,133.487282,6.443945,0.401609,0.006358,3.383854,2520.505428,0.360094,0.225842,0.003049,-99,-99,-99,600.499358,12975.18827,132.821733,1.863155,574.976384,1.195163,0.053036,5.924021,876.45116,1.148099,4.83229,0.820414,11.964063,221.724313,4.71268,0.027964,0.000026,0.915694,35215.12937,0.027935,0.177222,0.001089,2.293895,5627.456345,0.17354,0.095906,0.00038,-99,-99,-99,5.316658,0.980147,12.564181,187.581878,5.206209,2.877169,0.341636,-99,-99,-99,0.838924,0.023506,5.015464,1173.837646,0.838061,163.105328,937.246839,69.48474,6.627355,158.855578,2.035099,0.152997,7.701429,468.593457,1.915522,103.193693,364.564726,55.411005,9.945756,101.359735,6.352697,1.482624,13.680071,168.120034,6.145469,0.932163,0.028981,5.287805,1070.621697,0.931895,0.644297,0.021606,-99,-99,0.461316,27.964901,26.0828,28.962498,35.68739,27.95684,0.189844,0.001343,2.362799,5579.571818,0.183144
86,1.532208,0.549528,3.164607,36.233565,1.006495,0.77617,0.127903,2.314365,68.63363,0.580777,0.525656,0.106173,-99,-99,-99,16.155705,37.643602,11.157857,4.625743,14.970455,3.089225,1.258461,4.933631,19.501461,2.993101,1.719423,0.38813,3.685883,37.014242,1.677233,0.098134,0.001208,0.885618,559.155637,0.097945,0.421023,0.022753,1.829063,128.790311,0.415331,0.251107,0.009871,1.360306,261.833445,0.206625,3.368185,1.456171,5.173372,16.098789,3.322651,2.008859,0.631729,3.847528,32.729181,1.653003,0.785072,0.077333,2.504907,69.894455,0.783559,15.06172,32.012542,10.757631,5.431929,13.767672,1.339669,0.343572,3.091994,37.828071,1.070598,7.169575,6.618712,7.546028,8.161424,7.067621,6.242767,5.522938,6.926122,12.531815,5.717621,0.832541,0.088504,2.572877,74.902007,0.821923,1.82698,0.59702,-99,-99,-99,6.660331,5.664235,7.277196,9.362751,6.575388,0.722948,0.070018,2.382125,85.503149,0.695301
87,6.470682,1.946086,12.553964,112.638435,5.559107,0.372514,0.006261,3.040969,1956.605379,0.337664,0.204042,0.002745,-99,-99,-99,467.751742,8834.799126,109.545209,1.679274,455.055065,1.117136,0.05072,5.354495,694.04557,1.089018,4.84986,0.944762,11.168895,159.381875,4.747019,0.031287,0.000038,0.901657,23200.12605,0.03125,0.170061,0.001152,2.093258,4352.04526,0.166973,0.091052,0.000383,1.493773,9876.066197,0.080002,4.421582,0.778433,10.673564,167.386356,4.341302,2.367354,0.258771,7.616776,379.8487,2.080049,0.813467,0.02551,4.597568,892.31254,0.8125,144.91732,845.414126,61.038792,5.389215,141.722306,1.971679,0.167455,7.04778,354.147274,1.846371,78.527735,243.067421,45.013095,9.505381,77.233709,6.248005,1.703169,12.60694,128.27995,6.009793,0.924166,0.032876,4.901371,795.692748,0.92379,0.581603,0.016871,3.732262,1978.36886,0.484759,24.028321,22.224097,24.992186,30.603567,24.018531,0.209036,0.001934,2.303803,3820.605695,0.200463
88,1.166078,0.497519,2.358543,40.850162,0.531395,0.952844,0.287282,2.265365,41.422172,0.57438,0.732143,0.302404,-99,-99,0.144079,6.976284,8.277867,6.784595,7.773792,6.133152,6.334306,9.176411,6.244258,11.981152,4.89711,1.367222,0.277027,3.077533,36.433189,1.337868,0.114955,0.001892,0.896799,354.910081,0.114831,0.515638,0.038537,1.896531,76.235852,0.512079,0.321429,0.018335,1.460342,111.372054,0.289798,3.609464,1.888316,5.017749,10.890836,3.584551,2.25,0.898438,3.863702,15.910293,2.028589,0.804683,0.092706,2.372706,50.70144,0.803819,10.225272,17.714334,8.15516,8.395838,8.539437,1.232371,0.386627,2.703046,29.598313,0.896695,4.265318,3.014481,5.322708,9.830697,3.787159,11.304307,36.237645,-99,-99,-99,0.823947,0.100447,2.389238,60.64153,0.806235,3.321429,6.867859,-99,-99,1.792437,5.767629,4.921885,6.32133,8.663076,5.643646,1.463715,0.594795,2.929425,55.903487,1.051991
89,1.530329,0.361792,3.233339,26.77901,1.452778,0.724648,0.086279,2.198025,59.405796,0.650618,0.462462,0.05391,-99,-99,0.42048,14.797227,34.641602,10.052498,3.275383,14.101378,2.443804,0.878999,4.120033,16.924944,2.405909,1.702009,0.43616,3.428988,27.082693,1.657934,0.108122,0.001679,0.869357,383.00918,0.107814,0.407301,0.024417,1.681996,101.549664,0.400985,0.243994,0.010514,1.261871,190.183294,0.209697,2.851104,1.196415,4.450144,14.507095,2.806894,1.707958,0.515195,3.338597,27.169042,1.46788,0.756856,0.082289,2.300104,54.715597,0.754696,13.057544,26.710368,9.453989,3.678498,12.49796,1.357499,0.283969,3.046557,30.178316,1.291033,6.381282,5.85432,6.678326,6.739448,6.3618,4.83643,3.356795,5.815284,8.857119,4.825824,0.806072,0.093244,2.37408,53.142714,0.804304,1.463964,0.37851,3.09094,31.697216,1.258183,5.642501,4.568972,6.281225,7.591816,5.630128,0.648734,0.060457,2.129482,63.834863,0.646882
90,1.280335,0.299259,2.733387,22.779183,1.207279,0.8,0.125184,2.131191,38.219949,0.708805,0.535484,0.089469,-99,-99,0.460574,9.322176,16.13116,7.37961,3.769494,8.846361,2.769231,1.312189,4.062436,10.606144,2.731804,1.45109,0.369458,2.931599,22.776195,1.41404,0.126359,0.002675,0.870125,233.643914,0.126012,0.461538,0.03645,1.658483,63.636861,0.455301,0.286636,0.01696,1.266348,112.270042,0.246705,2.769231,1.312189,4.062436,10.606144,2.731804,1.719816,0.610553,3.101906,18.711674,1.480227,0.758152,0.096313,2.131363,38.940652,0.756074,9.322176,16.13116,7.37961,3.769494,8.846361,1.280335,0.299259,2.733387,22.779183,1.207279,4.719665,3.73859,5.316907,6.529327,4.703636,4.719665,3.73859,5.316907,6.529327,4.703636,0.786611,0.10385,2.170618,39.175964,0.783939,1.719816,0.610553,3.101906,18.711674,1.480227,4.719665,3.73859,5.316907,6.529327,4.703636,0.758152,0.096313,2.131363,38.940652,0.756074
91,4.095188,1.239353,8.035703,71.80107,3.478485,0.697974,0.039081,3.294772,436.117341,0.581902,0.409974,0.023313,-99,-99,0.228782,109.36441,769.612925,42.555062,3.490524,103.435768,2.013008,0.245813,5.826057,152.649906,1.979847,2.656127,0.430625,6.687782,126.618336,2.60565,0.049633,0.000145,0.918414,6110.214384,0.049601,0.312901,0.00594,2.297417,956.682429,0.308077,0.171403,0.002047,1.66612,1934.416655,0.154902,5.319321,1.716801,9.472495,56.275437,5.23731,2.913844,0.591696,6.869589,113.789215,2.633338,0.843757,0.041932,3.786717,359.424376,0.843209,48.347359,145.187278,28.458881,7.296134,46.913461,1.845284,0.238302,5.457339,155.756375,1.654981,34.128264,69.993743,24.021024,9.45339,33.752749,5.786813,2.027118,9.884971,56.431403,5.710746,0.891454,0.046878,3.891527,351.822365,0.890188,1.095163,0.084399,4.176228,376.111992,0.939517,15.154716,13.547735,16.045178,20.695433,15.133203,0.320808,0.006176,2.329753,982.726871,0.317808
92,11.335066,3.442151,21.922614,190.54683,9.938929,0.297826,0.002337,3.573583,7446.347307,0.269543,0.160234,0.000977,-99,-99,-99,1876.109645,84598.24827,287.560266,1.338024,1798.774904,0.845615,0.01672,6.129289,2714.002923,0.82428,6.53276,0.985058,17.061653,357.956694,6.404569,0.018996,0.000008,0.92444,115819.8314,0.018986,0.134195,0.000416,2.445584,16733.25849,0.131642,0.070734,0.000131,1.742606,36335.63873,0.064197,6.038755,0.842108,16.405478,371.850189,5.923884,3.183052,0.266129,11.689758,807.458638,2.888852,0.854828,0.016257,6.201329,2573.774032,0.854349,330.535808,2524.658201,121.343387,7.120274,323.85085,2.066899,0.105505,9.499007,1021.836564,1.9393,241.986548,1327.58567,104.075892,9.55631,239.376522,6.003992,0.810998,16.414014,376.378023,5.971281,0.954069,0.020233,6.552124,2323.633604,0.953946,0.446769,0.005471,4.348108,6187.94673,0.393146,42.933101,40.971707,43.952983,51.636302,42.927551,0.119516,0.000322,2.315009,18816.97467,0.118698
93,1.853268,0.72076,3.761558,49.119465,1.069933,0.748951,0.092794,2.531272,110.14559,0.548535,0.486043,0.072558,-99,-99,0.167498,23.976178,61.835042,15.321953,4.392475,22.945467,3.34753,1.265619,5.711832,31.133575,3.18959,1.959611,0.399122,4.404065,52.331259,1.91906,0.080404,0.000648,0.896421,1095.997425,0.08031,0.388272,0.015499,1.963786,220.564199,0.383086,0.222771,0.006032,1.451834,389.95819,0.198782,3.882717,1.549891,6.210037,22.05642,3.830864,2.227709,0.603196,4.591103,38.995819,1.987816,0.804039,0.064799,2.834732,109.599743,0.803103,21.443527,50.770273,14.426816,5.648514,20.135103,1.432443,0.309739,3.571253,55.090121,1.140713,9.833689,10.013477,9.864354,8.935315,9.613654,7.725709,7.404529,8.525728,17.928814,6.808219,0.856756,0.074449,2.921464,114.386082,0.850089,1.847808,0.522248,4.072315,73.900033,1.491165,8.567557,7.444853,9.238481,11.438608,8.500892,0.703351,0.058397,2.605922,159.222467,0.658478
94,6.535098,1.843806,12.809576,118.260386,6.063964,0.494883,0.011062,3.502329,1564.418901,0.44705,0.276405,0.005088,-99,-99,-99,378.191281,6199.991881,97.451561,2.407816,351.373643,1.480927,0.09886,6.105025,534.415047,1.393877,3.988308,0.63706,10.130191,203.584568,3.905491,0.032562,0.000041,0.919954,23033.94321,0.032539,0.214932,0.001846,2.352686,3515.151194,0.210872,0.11546,0.000617,1.685596,7529.114906,0.102845,5.588232,1.24759,11.996391,135.198123,5.482683,3.001952,0.417107,8.594886,289.581343,2.673978,0.846604,0.027604,4.690863,885.920893,0.846026,114.02948,523.969159,54.124944,7.207566,111.320268,2.041047,0.173831,7.197694,358.861681,1.939526,78.8375,250.701468,44.903511,10.532257,75.939291,6.37303,1.835923,12.685917,126.740085,6.050627,0.921498,0.03268,4.894412,824.385231,0.921215,0.794724,0.042804,-99,-99,-99,23.958953,22.091738,24.956704,31.707124,23.951598,0.225344,0.002364,2.379408,3578.675224,0.212086
95,4.380142,1.284686,8.782102,78.537266,3.727807,0.607498,0.027697,3.225518,606.118309,0.491029,0.36543,0.017936,-99,-99,0.159772,158.918606,1504.766136,54.045305,2.948127,148.491362,1.812811,0.180646,5.834265,197.546577,1.769371,2.98647,0.495157,7.482829,137.110559,2.908264,0.044359,0.000104,0.917828,8036.599511,0.044316,0.283306,0.004402,2.307821,1234.757421,0.277313,0.156251,0.001582,1.662744,2752.99038,0.132273,5.382816,1.589126,10.059556,64.987233,5.26894,2.968774,0.571256,7.247733,144.894231,2.513184,0.842817,0.037458,4.000722,422.978922,0.841996,62.112599,217.791995,34.042321,6.890144,59.873359,1.773772,0.200922,5.644595,190.660107,1.579936,43.572316,102.162045,28.691366,8.815355,43.077651,5.83448,1.83543,10.499028,65.479668,5.770348,0.906644,0.043361,4.149264,407.716669,0.905605,0.996838,0.065556,-99,-99,-99,17.226228,15.653377,18.086224,21.458772,17.206498,0.284728,0.004357,2.320087,1292.991651,0.281937
96,1.424466,0.520127,2.973138,41.028926,0.843892,0.897963,0.196372,2.42732,60.033857,0.612741,0.64991,0.194077,-99,-99,-99,11.947388,21.947946,9.52177,6.195158,10.753929,4.445234,2.908337,5.835239,15.596077,4.073588,1.547155,0.312065,3.497963,42.685237,1.511021,0.100826,0.001274,0.897837,541.109659,0.100702,0.472416,0.028522,1.938725,110.846077,0.467287,0.286342,0.012801,1.469551,177.148539,0.254441,3.779328,1.825377,5.483542,13.85576,3.738294,2.290732,0.819293,4.156518,22.143567,2.035532,0.806606,0.081527,2.539466,67.638707,0.805619,13.261978,25.075223,10.059774,6.816996,11.912188,1.327844,0.337988,3.075456,37.482067,1.060411,6.217187,5.378544,6.944919,9.059588,5.831813,8.413252,12.511477,7.731225,13.639924,6.467645,0.834019,0.088786,2.575508,75.430632,0.823961,2.465253,1.414266,-99,-99,-99,6.672156,5.682299,7.284635,9.428829,6.591687,0.972109,0.156762,2.686009,79.399918,0.838243
97,1.46114,0.405434,2.905318,23.952329,1.348587,1.152144,0.270984,2.550987,31.129136,1.011664,0.784173,0.178191,-99,-99,-99,6.65285,8.132406,6.231477,6.442735,6.279773,3.394191,1.932818,4.508961,10.455136,3.382649,1.159328,0.22904,2.630282,32.727353,1.146956,0.134463,0.003017,0.898062,265.366477,0.134375,0.565698,0.053689,1.840776,62.730819,0.563775,0.36211,0.023941,1.454319,97.223323,0.342126,3.394191,1.932818,4.508961,10.455136,3.382649,2.172662,0.86186,3.562338,16.203887,2.052755,0.806779,0.108622,2.199793,44.227746,0.806249,6.65285,8.132406,6.231477,6.442735,6.279773,1.46114,0.405434,2.905318,23.952329,1.348587,4.53886,3.483154,5.208794,8.288837,4.504579,4.53886,3.483154,5.208794,8.288837,4.504579,0.756477,0.096754,2.126481,49.733022,0.750763,2.172662,0.86186,3.562338,16.203887,2.052755,4.53886,3.483154,5.208794,8.288837,4.504579,0.806779,0.108622,2.199793,44.227746,0.806249
98,5.65109,1.752687,10.643611,90.8948,5.099338,0.761492,0.033368,3.884355,696.313779,0.671503,0.432776,0.016488,-99,-99,-99,166.811946,1436.709975,58.577195,3.65859,159.983798,1.930626,0.18169,6.348769,270.010307,1.908192,2.786862,0.381794,7.619804,202.892994,2.743088,0.0413,0.000081,0.931197,12624.17955,0.041284,0.306991,0.004602,2.530913,1674.459504,0.303048,0.165493,0.001484,1.82997,3227.974449,0.153158,6.446821,2.029521,11.5981,79.736167,6.364005,3.475348,0.654588,8.385976,153.713069,3.21631,0.867292,0.035846,4.267279,601.151407,0.866961,61.304181,187.479579,35.673186,9.462004,59.906846,2.114761,0.236819,6.557292,239.284206,1.973465,51.184276,126.930884,32.712557,10.657057,50.728195,5.707074,1.584882,10.920685,95.889743,5.653123,0.899297,0.038565,4.344954,591.576208,0.898668,1.031228,0.056857,4.578586,527.755566,0.963273,18.885239,17.007297,19.911081,28.170296,18.872027,0.261212,0.003297,2.338138,2049.41637,0.259496
99,5.038038,1.456579,9.790808,90.537624,4.471819,0.601201,0.021428,3.382146,767.356536,0.540788,0.347344,0.010875,-99,-99,0.26978,177.678881,1785.904702,58.649233,2.874714,166.197538,1.856989,0.206625,5.980324,259.167412,1.730668,3.208657,0.542388,7.959827,150.062834,3.128563,0.041978,0.000088,0.91605,10402.83252,0.041936,0.262631,0.003585,2.280269,1667.457215,0.25729,0.144047,0.00126,1.638625,3877.070569,0.121501,5.252618,1.434086,10.197674,83.372861,5.145804,2.880948,0.503859,7.328155,193.853528,2.430019,0.839567,0.035313,4.0967,520.141626,0.838723,69.940178,260.327828,37.115162,7.000816,67.847665,1.967417,0.208139,6.207817,218.667996,1.882994,45.726679,109.282762,30.018025,9.989533,44.242256,6.481555,2.630814,11.148265,77.57953,6.013515,0.901629,0.040683,4.246003,492.305793,0.901225,1.008375,0.093015,-99,-99,-99,18.032583,16.273304,18.988701,24.61529,18.024498,0.299446,0.005723,2.392112,1660.390546,0.276215
100,4.800951,1.407376,9.29195,86.409189,4.209052,0.642519,0.025759,3.407336,647.145107,0.577468,0.369707,0.012827,-99,-99,0.313129,147.863428,1270.245833,52.251697,3.097467,139.232779,1.988442,0.250065,6.031907,220.514805,1.854502,3.005446,0.497723,7.513739,144.626332,2.938044,0.044306,0.000103,0.917314,8937.367351,0.044269,0.279294,0.004255,2.292965,1416.315146,0.274125,0.152671,0.001464,1.65571,2934.250646,0.134798,5.306578,1.536112,9.994802,74.542902,5.208378,2.900757,0.528325,7.217074,154.434245,2.56117,0.841819,0.03736,3.998479,470.387755,0.841108,61.659822,212.08458,33.980904,7.189218,59.908612,1.964259,0.219034,6.042697,198.381397,1.875774,40.955078,92.066602,27.694558,10.059886,39.648603,6.506831,2.817031,10.873826,70.982862,6.009132,0.896618,0.042356,4.126899,449.324595,0.896151,1.071426,0.110219,4.126943,728.483508,0.727697,17.035741,15.290515,17.988737,23.648663,17.02686,0.318478,0.006838,2.403272,1431.213711,0.293222
101,6.178456,1.771507,11.980569,109.143548,5.758202,0.522655,0.013125,3.474798,1300.804465,0.483446,0.293126,0.005983,-99,-99,0.202132,304.109382,4318.658682,84.083304,2.473616,284.615459,1.554225,0.118693,6.003476,448.230348,1.457468,3.773062,0.620057,9.462644,184.799819,3.689103,0.035116,0.000051,0.917853,18372.57335,0.035088,0.225783,0.002208,2.316367,2893.550759,0.221354,0.122158,0.000755,1.660154,6589.083935,0.106739,5.418796,1.27185,11.347836,120.564615,5.312497,2.931792,0.43478,8.133062,274.545164,2.561747,0.842789,0.029642,4.496542,765.52389,0.842117,99.356764,432.049104,48.527374,7.086957,96.894435,2.047759,0.184087,6.962227,312.170526,1.990691,66.7631,193.690013,39.743575,10.268048,64.645505,6.334094,2.001048,12.1309,111.500725,5.979632,0.914677,0.034876,4.685048,712.248324,0.914463,0.840401,0.05257,-99,-99,-99,21.952241,20.088569,22.951954,29.677014,21.947101,0.242782,0.003015,2.369701,2906.614413,0.227453
102,6.412872,1.915791,12.490609,112.69233,5.486118,0.368993,0.006088,3.025866,1968.147646,0.333584,0.203578,0.0027,-99,-99,0.15804,476.213805,9190.485339,110.524492,1.671782,463.412492,1.093012,0.047504,5.307518,692.458984,1.07366,4.899558,0.964713,11.224109,158.381117,4.791944,0.031214,0.000038,0.900589,23243.31616,0.031175,0.168127,0.001128,2.080906,4397.351041,0.164955,0.090511,0.000387,1.481842,10572.50122,0.077708,4.371298,0.762255,10.610582,169.128886,4.288823,2.353284,0.261675,7.555944,406.634662,2.020406,0.811555,0.025393,4.59212,893.973698,0.810562,146.805339,867.891434,61.426572,5.335124,143.476361,1.971572,0.167663,7.045457,353.309541,1.843442,78.386845,240.236597,45.04708,9.537192,77.698411,6.092966,1.477071,12.53824,126.046578,6.003523,0.92417,0.032877,4.901376,795.730606,0.923789,0.581805,0.016242,3.705065,2709.47536,0.450935,24.028428,22.224519,24.992209,30.605023,24.018513,0.204676,0.001664,2.298267,3716.751959,0.201725
103,3.118977,0.929553,6.14338,56.100269,2.671003,0.851339,0.070611,3.194044,208.874275,0.712755,0.508393,0.040313,-99,-99,0.436601,50.66688,221.384361,25.29907,4.336479,47.871115,2.477095,0.482157,5.658417,72.097421,2.448104,2.117509,0.355442,5.226781,93.559803,2.08556,0.064393,0.000319,0.914807,2793.541507,0.064356,0.376482,0.01113,2.206534,466.501137,0.372564,0.209366,0.003815,1.621262,836.572421,0.194842,4.894262,1.880944,7.955772,35.884703,4.843336,2.721758,0.644787,5.845543,64.351725,2.532945,0.837115,0.053967,3.298383,214.887808,0.836628,28.780517,67.886651,19.187062,7.282972,27.865375,1.804585,0.294797,4.719114,94.951084,1.614781,19.600148,30.368686,15.908566,9.795277,19.33739,5.713598,2.589925,8.585991,33.925975,5.629048,0.861186,0.057311,3.344047,217.702025,0.859227,1.365258,0.159598,4.1386,132.418821,1.262376,11.195415,9.685627,12.057132,16.74631,11.169949,0.425472,0.014156,2.347047,434.304841,0.422029
