NO.,IDW,MIDW,W,ID,HV,HD,IC,O,Iorb,Oorb,M1,M2,IC0,IC1,IC2,IC3,IC4,IC5,IC6,SIC0,SIC1,SIC2,SIC3,SIC4,SIC5,SIC6,CIC0,CIC1,CIC2,CIC3,CIC4,CIC5,CIC6,S0,S1,S2,S3,S4,S5,S6,SC3,SC4,SC5,SC6,SCH3,SCH4,SCH5,SCH6,SPC4,SPC5,SPC6,B0,B1,B2,B3,B4,B5,B6,BC3,BC4,BC5,BC6,BCH3,BCH4,BCY5,BCH6,BPC4,BPC5,BPC6,V0,V1,V2,V3,V4,V5,V6,VC3,VC4,VC5,VC6,VCH3,VCH4,VCH5,VCH6,VPC4,VPC5,VPC6,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
110,10141.023,7.886,1286,4.518,3.18,4.329,2.642,3,4.585,2,132,161,1.408,3.126,4.903,5.278,5.278,5.278,5.278,0.252,0.56,0.878,0.945,0.945,0.945,0.945,4.177,2.459,0.682,0.307,0.307,0.307,0.307,16.681,11.707,10.366,9.632,8.161,7.117,4.926,1.471,0,0.432,0,0,0,0,0.328,4.204,6.969,11.529,15.114,9.758,8.054,6.953,5.477,4.5,2.833,1.107,0,0.292,0,0,0,0,0.234,2.926,4.491,6.981,14.059,8.683,6.974,5.819,4.444,3.521,2.115,0.9,0,0.209,0,0,0,0,0.191,2.287,3.351,4.939,24,27,39,56,76,105,112,126,132,147,153
111,7402.182,7.647,968,4.334,2.869,4.214,2.244,2,4.243,2,122,146,1.757,3.33,4.259,4.259,4.259,4.259,4.259,0.332,0.63,0.806,0.806,0.806,0.806,0.806,3.528,1.955,1.027,1.027,1.027,1.027,1.027,16.069,10.277,10.642,7.99,7.103,5.032,4.123,2.905,0.354,0.533,0,0,0,0.214,0.315,4.425,7.697,11.287,14.293,8.197,7.964,4.749,3.682,2.32,1.676,2.369,0.354,0.23,0,0,0,0.09,0.119,2.448,3.675,4.615,13.691,7.724,7.037,4.08,3.118,1.853,1.262,1.757,0.204,0.16,0,0,0,0.128,0.138,1.795,2.664,3.25,22,24,37,48,67,79,101,113,127,135,116
112,5458.208,7.191,759,4.178,3.042,3.972,2.42,4,3.932,2,92,105,1.332,2.506,3.833,4.286,4.414,4.414,4.414,0.246,0.462,0.706,0.79,0.814,0.814,0.814,4.094,2.92,1.594,1.14,1.012,1.012,1.012,13.665,9.241,7.712,6.08,5.268,3.912,2.518,0.962,0,0.136,0,0,0,0.096,0.288,2.108,3.605,4.974,12.673,8.004,6.14,4.453,3.506,2.273,1.347,0.673,0,0.072,0,0,0,0.063,0.136,1.368,2.098,2.497,12.037,7.372,5.26,3.661,2.796,1.752,1.011,0.493,0,0.062,0,0,0,0.044,0.09,1.08,1.61,1.853,19,20,26,33,43,48,47,49,52,43,36
113,6329.819,7.343,862,4.237,3.059,4.051,2.423,4,4.022,2,98,113,1.413,2.803,3.965,4.345,4.471,4.471,4.471,0.259,0.514,0.726,0.796,0.819,0.819,0.819,4.046,2.656,1.495,1.114,0.989,0.989,0.989,14.535,9.651,8.24,6.568,5.534,4.307,2.835,1.167,0,0.22,0,0,0,0.096,0.263,2.617,4.276,6.435,13.596,8.421,6.584,4.832,3.731,2.536,1.531,0.804,0,0.118,0,0,0,0.063,0.128,1.676,2.493,3.248,12.407,7.512,5.414,3.767,2.845,1.809,1.06,0.548,0,0.074,0,0,0,0.044,0.083,1.181,1.727,2.067,20,21,28,36,47,55,55,54,61,52,41
114,2045.719,6.295,325,3.7,2.714,3.516,2.217,4,3.807,3,64,70,1.695,3.241,3.915,4.35,4.437,4.437,4.437,0.375,0.716,0.865,0.962,0.981,0.981,0.981,2.829,1.283,0.609,0.174,0.087,0.087,0.087,10.552,6.609,5.874,4.108,3.001,2.176,1.018,1.016,0,0.192,0,0,0,0,0.083,1.788,2.438,3.285,9.138,4.992,3.876,2.38,1.469,0.914,0.387,0.592,0,0.078,0,0,0,0,0.028,0.896,1.026,1.187,7.227,3.89,2.594,1.549,0.917,0.537,0.21,0.252,0,0.033,0,0,0,0,0.028,0.411,0.45,0.469,14,14,18,20,22,23,17,15,10,7,5
115,14565.243,8.248,1766,4.673,3.124,4.521,2.476,4,4.681,3,148,176,1.568,2.712,4.348,5.096,5.284,5.284,5.284,0.274,0.473,0.759,0.89,0.923,0.923,0.923,4.159,3.016,1.38,0.632,0.444,0.444,0.444,19.018,12.932,12.507,10.106,8.327,7.146,5.244,2.654,0.289,0.798,0.144,0,0,0,0.28,5.075,7.345,11.313,17.046,10.583,9.162,6.988,5.286,4.091,2.641,1.538,0.102,0.375,0.034,0,0,0,0.161,2.962,3.964,5.496,17.522,12.229,10.642,7.873,5.785,4.608,3.312,1.884,0.102,0.429,0.034,0,0,0,0.151,3.504,4.465,6.386,27,30,44,58,76,104,120,145,171,198,197
116,307.156,4.654,66,2.753,1.955,2.681,1.299,2,2.406,1,34,32,1.868,2.3,2.845,2.845,2.845,2.845,2.845,0.54,0.665,0.822,0.822,0.822,0.822,0.822,1.592,1.16,0.614,0.614,0.614,0.614,0.614,6.784,3.417,4.159,1.021,1.225,0,0,1.969,0.354,0,0,0,0,0,0,0.816,2.041,1.021,6.784,3.417,4.159,1.021,1.225,0,0,1.969,0.354,0,0,0,0,0,0,0.816,2.041,1.021,5.26,2.681,2.204,0.709,0.542,0,0,0.482,0.019,0,0,0,0,0,0,0.239,0.388,0.091,8,7,10,5,6,0,0,0,0,0,0
117,1313.263,6.137,214,3.574,2.294,3.458,1.76,2,3.7,2,70,85,1.837,3.361,3.939,3.939,3.939,3.939,3.939,0.418,0.765,0.897,0.897,0.897,0.897,0.897,2.555,1.031,0.453,0.453,0.453,0.453,0.453,9.585,6.109,5.845,5.08,4.239,2.895,1.825,1.147,0,0.417,0,0,0,0.096,0.253,2.921,4.841,7.238,8.353,4.73,4.007,3.069,2.188,1.379,0.747,0.704,0,0.202,0,0,0,0.042,0.112,1.579,2.214,2.961,7.197,3.633,2.763,1.907,1.205,0.691,0.315,0.427,0,0.098,0,0,0,0.026,0.065,0.863,1.053,1.236,13,14,21,29,38,41,39,31,25,14,2
118,2683.669,6.743,398,3.843,2.498,3.776,2.022,4,3.625,2,78,94,1.643,2.69,3.498,4.08,4.256,4.256,4.256,0.323,0.529,0.688,0.802,0.837,0.837,0.837,3.444,2.397,1.589,1.008,0.831,0.831,0.831,12.345,7.484,6.534,5.598,4.946,2.324,1.78,1.351,0.068,0.704,0.144,0,0,0,0.048,3.907,7.423,10.388,11.234,6.517,5.325,4.309,3.456,1.574,1.069,0.996,0.051,0.458,0.087,0,0,0,0.031,2.748,4.737,6.15,10.74,6.063,4.66,3.589,2.546,1.189,0.775,0.824,0.051,0.303,0.057,0,0,0,0.016,2.12,3.163,3.819,16,16,23,32,38,34,32,16,12,4,2
119,178.703,4.255,42,2.753,1.986,2.459,0.863,4,2.236,2,30,31,0.997,1.533,2.366,2.873,3.057,3.057,3.057,0.255,0.392,0.605,0.735,0.782,0.782,0.782,2.91,2.374,1.541,1.034,0.85,0.85,0.85,5.113,3.394,2.743,1.894,1.307,0.901,0.204,0.289,0,0,0,0,0,0,0.102,0.408,0.433,0.408,4.387,2.411,1.655,0.94,0.534,0.304,0.064,0.167,0,0,0,0,0,0,0.032,0.192,0.167,0.128,4.387,2.411,1.655,0.94,0.534,0.304,0.064,0.167,0,0,0,0,0,0,0.032,0.192,0.167,0.128,7,7,8,8,8,8,2,0,0,0,0
120,8074.873,7.802,1035,4.454,2.831,4.303,2.234,4,4.524,3,128,156,1.629,3.053,4.146,4.822,4.936,4.936,4.936,0.318,0.595,0.808,0.94,0.962,0.962,0.962,3.5,2.076,0.983,0.307,0.193,0.193,0.193,15.974,11.148,10.305,9.054,7.987,6.701,4.829,1.582,0,0.442,0,0,0,0.096,0.371,4.002,7.066,11.588,13.981,8.277,6.602,4.946,3.752,2.707,1.696,0.909,0,0.184,0,0,0,0.042,0.144,1.935,2.931,4.118,13.766,7.852,6.048,4.316,3.139,2.202,1.315,0.819,0,0.15,0,0,0,0.02,0.097,1.642,2.35,3.212,23,26,38,54,76,99,116,140,160,173,172
121,17285.041,8.33,2075,4.728,3.32,4.554,2.667,4,4.495,3,152,179,1.628,2.648,3.928,4.671,5.018,5.018,5.018,0.286,0.465,0.689,0.819,0.88,0.88,0.88,4.073,3.052,1.773,1.029,0.683,0.683,0.683,19.725,13.415,12.965,10.231,8.359,7.386,5.345,2.745,0.289,0.68,0.144,0,0,0,0.28,4.896,7.003,10.986,18.43,11.627,10.649,7.439,5.494,4.479,2.945,2.299,0.25,0.377,0.083,0,0,0,0.161,3.3,4.126,5.721,16.691,10.399,8.484,6.535,4.847,3.895,2.52,1.161,0.013,0.173,0.004,0,0,0,0.136,2.387,3.281,4.83,28,31,45,58,76,105,118,138,161,185,187
122,57.549,3.197,18,2.156,1.732,1.906,0.971,2,1.922,1,16,14,1.459,1.792,2.252,2.252,2.252,2.252,2.252,0.564,0.693,0.871,0.871,0.871,0.871,0.871,1.126,0.792,0.333,0.333,0.333,0.333,0.333,4.284,2.27,1.802,0.816,0,0,0,0.408,0,0,0,0,0,0,0,0.408,0,0,4.077,1.866,1.366,0.577,0,0,0,0.289,0,0,0,0,0,0,0,0.289,0,0,4.479,2.077,1.625,0.742,0,0,0,0.371,0,0,0,0,0,0,0,0.421,0,0,5,4,4,2,0,0,0,0,0,0,0
123,22.529,2.503,9,1.792,1.328,1.532,0.811,0,0.811,0,12,9,1.371,1.371,1.371,1.371,1.371,1.371,1.371,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.951,0.951,0.951,0.951,0.951,0.951,0.951,3.577,1.732,1.732,0,0,0,0,0.577,0,0,0,0,0,0,0,0,0,0,3.577,1.732,1.732,0,0,0,0,0.577,0,0,0,0,0,0,0,0,0,0,3.979,1.964,2.227,0,0,0,0,0.842,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0
124,701.33,5.273,133,3.284,2.577,2.982,1.971,3,3.322,2,42,44,1.322,2.514,3.845,4.061,4.061,4.061,4.061,0.296,0.564,0.862,0.911,0.911,0.911,0.911,3.137,1.946,0.614,0.398,0.398,0.398,0.398,7.234,4.932,3.646,2.691,1.969,1.513,0.637,0.204,0,0,0,0,0,0,0.102,0.433,0.612,0.752,6.508,3.971,2.589,1.662,1.026,0.689,0.287,0.118,0,0,0,0,0,0,0.032,0.219,0.273,0.301,6.171,3.478,2.175,1.357,0.799,0.506,0.201,0.091,0,0,0,0,0,0,0.025,0.17,0.198,0.204,10,10,11,12,13,14,8,6,4,2,0
125,967.404,5.56,174,3.391,2.606,3.126,1.981,3,3.278,2,48,50,1.291,2.242,3.593,3.783,3.783,3.783,3.783,0.278,0.483,0.774,0.815,0.815,0.815,0.815,3.353,2.402,1.051,0.86,0.86,0.86,0.86,8.104,5.288,4.475,2.877,2.045,1.659,0.74,0.612,0,0,0,0,0,0,0.102,0.722,0.76,1.025,7.378,4.327,3.418,1.853,1.1,0.797,0.349,0.526,0,0,0,0,0,0,0.032,0.508,0.407,0.493,7.118,3.835,2.874,1.541,0.884,0.599,0.255,0.408,0,0,0,0,0,0,0.025,0.394,0.306,0.34,11,11,13,13,14,16,10,8,6,4,0
126,309.434,4.618,67,2.953,2.222,2.647,1.561,2,3,1,34,36,1.649,2.906,3.625,3.625,3.625,3.625,3.625,0.412,0.726,0.906,0.906,0.906,0.906,0.906,2.351,1.094,0.375,0.375,0.375,0.375,0.375,5.82,3.932,2.939,2.172,1.707,0.697,0.348,0.204,0,0,0,0,0,0.144,0.102,0.433,0.655,0.421,5.224,3.138,2.043,1.27,0.869,0.341,0.152,0.118,0,0,0,0,0,0.056,0.039,0.219,0.297,0.18,5.318,3.396,2.444,1.681,1.136,0.408,0.172,0.194,0,0,0,0,0,0.091,0.065,0.361,0.431,0.228,8,8,9,10,11,6,4,2,0,0,0
127,2021.416,6.278,322,3.765,2.83,3.503,2.306,4,3.522,2,68,77,1.505,2.899,3.763,4.056,4.162,4.162,4.162,0.32,0.617,0.801,0.863,0.885,0.885,0.885,3.195,1.801,0.937,0.644,0.538,0.538,0.538,9.803,6.898,5.626,4.595,3.818,2.691,1.642,0.537,0,0.083,0,0,0,0.118,0.253,1.328,2.124,2.685,8.533,5.209,3.624,2.464,1.747,1.038,0.565,0.285,0,0.028,0,0,0,0.048,0.09,0.589,0.812,0.859,8.628,5.478,3.974,2.888,2.114,1.265,0.714,0.342,0,0.022,0,0,0,0.079,0.128,0.713,1.015,1.079,14,15,19,24,30,32,30,29,24,20,14
128,1149.976,5.837,197,3.536,2.55,3.285,2,3,3.585,2,60,69,1.422,2.903,3.969,4.263,4.263,4.263,4.263,0.314,0.642,0.877,0.942,0.942,0.942,0.942,3.102,1.621,0.555,0.261,0.261,0.261,0.261,8.389,5.898,4.931,4.036,3.502,2.59,1.635,0.537,0,0.083,0,0,0,0.096,0.287,1.28,2.165,2.793,7.321,4.449,3.124,2.092,1.533,0.939,0.533,0.266,0,0.025,0,0,0,0.037,0.094,0.525,0.768,0.834,6.734,3.962,2.657,1.734,1.183,0.725,0.378,0.212,0,0.018,0,0,0,0.026,0.072,0.408,0.559,0.604,12,13,17,22,29,32,29,27,23,10,6
129,5051.806,7.207,701,4.14,2.973,3.99,2.439,2,4.248,2,96,113,1.902,4.034,4.566,4.566,4.566,4.566,4.566,0.396,0.839,0.95,0.95,0.95,0.95,0.95,2.906,0.773,0.241,0.241,0.241,0.241,0.241,13.991,9.062,8.016,6.757,5.377,4.126,2.822,1.343,0,0.414,0,0,0,0.096,0.247,3.374,4.895,7.338,11.922,6.76,5.237,3.886,2.67,1.832,1.074,0.779,0,0.176,0,0,0,0.042,0.107,1.692,2.113,2.772,9.806,5.138,3.634,2.378,1.46,0.893,0.45,0.486,0,0.074,0,0,0,0.027,0.06,0.888,0.975,1.121,19,20,28,37,47,56,59,57,55,51,37
130,284.491,4.664,61,2.906,2.035,2.68,1,3,2.25,1,36,38,0.991,1.658,2.53,2.864,2.864,2.864,2.864,0.238,0.398,0.607,0.687,0.687,0.687,0.687,3.179,2.512,1.639,1.306,1.306,1.306,1.306,5.983,3.788,3.377,2.199,1.737,0.971,0.451,0.577,0,0,0,0,0,0,0.083,0.742,1.093,1.02,5.309,2.821,2.158,1.174,0.807,0.359,0.159,0.333,0,0,0,0,0,0,0.028,0.359,0.47,0.367,5.309,2.821,2.158,1.174,0.807,0.359,0.159,0.333,0,0,0,0,0,0,0.028,0.359,0.47,0.367,8,8,10,10,11,10,5,0,0,0,0
131,280.374,4.673,60,2.906,2.031,2.689,1,3,2,1,36,39,0.991,1.658,2.419,2.642,2.642,2.642,2.642,0.238,0.398,0.58,0.633,0.633,0.633,0.633,3.179,2.512,1.751,1.528,1.528,1.528,1.528,5.983,3.805,3.239,2.54,1.502,1.024,0.333,0.471,0,0.167,0,0,0,0,0.083,1.138,1.04,1.138,5.309,2.827,2.084,1.426,0.663,0.374,0.111,0.289,0,0.083,0,0,0,0,0.028,0.622,0.455,0.415,5.309,2.827,2.084,1.426,0.663,0.374,0.111,0.289,0,0.083,0,0,0,0,0.028,0.622,0.455,0.415,8,8,10,11,10,10,4,1,0,0,0
132,288.266,4.649,62,2.906,2.117,2.669,1.5,2,1.5,1,36,38,0.991,1.658,2.197,2.197,2.197,2.197,2.197,0.238,0.398,0.527,0.527,0.527,0.527,0.527,3.179,2.512,1.973,1.973,1.973,1.973,1.973,5.983,3.788,3.365,2.305,1.427,1.305,0.333,0.577,0,0,0,0,0,0,0.083,0.816,0.76,1.138,5.309,2.821,2.155,1.218,0.637,0.526,0.111,0.333,0,0,0,0,0,0,0.028,0.385,0.304,0.415,5.309,2.821,2.155,1.218,0.637,0.526,0.111,0.333,0,0,0,0,0,0,0.028,0.385,0.304,0.415,8,8,10,10,10,12,4,0,0,0,0
133,22.529,2.503,9,1.792,1.328,1.532,0.811,2,1.5,1,12,9,1.189,1.781,2.126,2.126,2.126,2.126,2.126,0.332,0.497,0.593,0.593,0.593,0.593,0.593,2.396,1.804,1.459,1.459,1.459,1.459,1.459,3.577,1.732,1.732,0,0,0,0,0.577,0,0,0,0,0,0,0,0,0,0,3.577,1.732,1.732,0,0,0,0,0.577,0,0,0,0,0,0,0,0,0,0,3.025,1.413,1.094,0,0,0,0,0.258,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0
134,4255.326,7.262,586,4.186,2.547,4.035,1.758,4,3.511,3,110,138,1.547,2.85,3.47,3.986,4.115,4.115,4.115,0.312,0.575,0.7,0.805,0.831,0.831,0.831,3.407,2.104,1.484,0.968,0.839,0.839,0.839,12.983,9.271,8.609,7.264,6.765,5.886,4.24,1.261,0,0.424,0,0.236,0.272,0.428,0.818,3.147,5.839,10.202,11.265,7.101,5.986,4.461,3.668,2.797,1.861,0.845,0,0.216,0,0.236,0.236,0.313,0.465,1.813,2.909,4.439,10.115,6.2,4.769,3.544,2.738,1.999,1.219,0.54,0,0.128,0,0.136,0.136,0.181,0.283,1.227,1.88,2.702,19,22,33,47,69,94,111,132,138,144,154
135,18212.691,8.455,2154,4.8,3.29,4.626,2.698,6,4.582,4,152,181,1.308,2.57,3.788,4.643,5.058,5.171,5.209,0.228,0.449,0.661,0.811,0.883,0.903,0.909,4.42,3.157,1.94,1.085,0.67,0.557,0.519,20.217,14.186,12.222,10.747,9.332,7.717,4.851,1.478,0,0.486,0,0,0,0,0.333,4.165,7.462,12.363,17.302,10.404,7.713,5.866,4.308,2.986,1.653,0.843,0,0.205,0,0,0,0,0.105,2.06,3.119,4.322,16.723,9.993,7.189,5.326,3.814,2.577,1.383,0.713,0,0.161,0,0,0,0,0.106,1.718,2.518,3.357,29,32,44,61,82,106,111,132,146,154,153
136,11492.594,7.703,1492,4.414,3.426,4.21,2.877,3,3.882,2,106,114,1.495,2.606,3.988,4.258,4.258,4.258,4.258,0.265,0.462,0.707,0.754,0.754,0.754,0.754,4.149,3.038,1.656,1.386,1.386,1.386,1.386,17.295,10.853,9.919,6.147,5.208,3.421,2.262,2.387,0.354,0.083,0,0,0,0,0.083,2.337,4.042,4.461,16.251,9.609,8.357,4.502,3.512,2.065,1.256,2.096,0.354,0.048,0,0,0,0,0.028,1.581,2.555,2.553,15.791,9.1,7.227,3.615,2.685,1.696,1,1.475,0.204,0.037,0,0,0,0,0.028,1.075,1.601,1.713,23,23,30,31,37,38,37,37,38,34,30
137,57.549,3.197,18,2.156,1.732,1.906,0.971,2,1.922,1,16,14,1.459,1.792,2.252,2.252,2.252,2.252,2.252,0.564,0.693,0.871,0.871,0.871,0.871,0.871,1.126,0.792,0.333,0.333,0.333,0.333,0.333,4.284,2.27,1.802,0.816,0,0,0,0.408,0,0,0,0,0,0,0,0.408,0,0,4.077,1.866,1.366,0.577,0,0,0,0.289,0,0,0,0,0,0,0,0.289,0,0,4.479,2.077,1.625,0.742,0,0,0,0.371,0,0,0,0,0,0,0,0.421,0,0,5,4,4,2,0,0,0,0,0,0,0
138,29040.563,8.671,3349,4.907,3.681,4.702,3.129,4,4.75,3,172,200,1.7,3.313,4.632,4.963,5.132,5.132,5.132,0.289,0.563,0.787,0.844,0.872,0.872,0.872,4.182,2.57,1.25,0.92,0.75,0.75,0.75,22.88,15.192,15.067,11.012,9.617,7.724,5.482,3.502,0.354,0.412,0,0,0,0.096,0.426,4.948,8.222,11.781,20.143,11.984,10.583,6.879,5.36,3.89,2.443,2.09,0.144,0.185,0,0,0,0.037,0.194,2.672,3.913,5.055,19.186,12.396,9.991,5.787,4.379,2.928,1.768,1.782,0.102,0.096,0,0,0,0.032,0.149,2.006,2.895,3.403,32,35,51,63,85,106,118,140,159,166,188
139,41704.488,8.919,4676,5.063,3.814,4.817,3.248,4,4.193,3,180,206,1.235,2.332,3.826,4.476,4.787,4.787,4.787,0.199,0.376,0.616,0.721,0.771,0.771,0.771,4.975,3.878,2.383,1.734,1.423,1.423,1.423,24.675,16.898,15.468,12.156,9.554,7.668,5.052,2.79,0.289,0.687,0.144,0,0,0,0.371,5.085,6.909,9.357,22.179,13.785,11.82,8.189,5.879,4.414,2.812,2.244,0.25,0.36,0.083,0,0,0,0.175,3.248,3.925,4.775,21.451,13.014,10.733,7.019,4.83,3.416,1.999,2.016,0.25,0.313,0.083,0,0,0,0.156,2.673,3.099,3.509,35,38,52,64,77,96,98,110,106,112,112
140,12532.717,8.138,1540,4.637,3.082,4.467,2.473,4,4.547,3,140,167,1.585,2.91,4.119,4.73,4.985,4.985,4.985,0.285,0.524,0.742,0.852,0.898,0.898,0.898,3.969,2.645,1.436,0.825,0.569,0.569,0.569,18.096,12.631,11.45,9.735,8.47,7.358,4.97,1.65,0,0.389,0,0,0,0,0.25,3.942,6.822,11.625,16.008,10.157,8.488,6.517,5.002,3.983,2.345,1.175,0,0.172,0,0,0,0,0.139,2.396,3.495,5.212,14.682,8.725,6.654,4.84,3.358,2.497,1.359,0.812,0,0.093,0,0,0,0,0.099,1.596,2.084,2.855,26,29,41,56,77,103,113,130,144,157,172
141,5495.865,7.387,744,4.248,2.756,4.092,2.121,4,3.622,3,106,126,1.374,2.361,3.715,4.115,4.215,4.215,4.215,0.258,0.444,0.698,0.773,0.792,0.792,0.792,3.948,2.961,1.607,1.207,1.107,1.107,1.107,14.113,9.665,8.773,7.423,5.943,5.355,3.855,1.311,0,0.483,0,0,0,0,0.212,3.388,4.698,8.133,12.765,7.821,6.584,4.987,3.341,2.653,1.779,1.042,0,0.363,0,0,0,0,0.081,2.422,2.609,3.954,13.022,7.781,6.545,4.991,3.501,2.788,1.887,1.002,0,0.32,0,0,0,0,0.09,2.31,2.68,4.084,20,22,31,42,56,78,86,96,102,104,78
142,7838.466,7.285,1076,4.246,3.451,3.992,2.933,3,4.222,2,88,94,1.747,3.539,4.427,4.593,4.593,4.593,4.593,0.338,0.684,0.856,0.888,0.888,0.888,0.888,3.423,1.631,0.743,0.577,0.577,0.577,0.577,14.795,9.651,7.876,5.454,4.325,2.692,1.709,1.021,0,0,0,0,0,0.118,0.167,1.515,2.312,2.263,13.207,7.699,5.658,3.502,2.419,1.408,0.873,0.647,0,0,0,0,0,0.048,0.062,0.825,1.056,0.922,12.592,7.69,5.39,3.728,2.735,1.747,1.188,0.344,0,0,0,0,0,0.079,0.091,0.623,0.936,0.934,20,20,24,26,30,27,26,25,21,21,21
143,2021.416,6.278,322,3.765,2.83,3.503,2.306,4,3.522,2,68,77,1.505,2.899,3.763,4.056,4.162,4.162,4.162,0.32,0.617,0.801,0.863,0.885,0.885,0.885,3.195,1.801,0.937,0.644,0.538,0.538,0.538,9.803,6.898,5.626,4.595,3.818,2.691,1.642,0.537,0,0.083,0,0,0,0.118,0.253,1.328,2.124,2.685,8.533,5.209,3.624,2.464,1.747,1.038,0.565,0.285,0,0.028,0,0,0,0.048,0.09,0.589,0.812,0.859,8.628,5.478,3.974,2.888,2.114,1.265,0.714,0.342,0,0.022,0,0,0,0.079,0.128,0.713,1.015,1.079,14,15,19,24,30,32,30,29,24,20,14
144,701.33,5.273,133,3.284,2.577,2.982,1.971,3,3.322,2,42,44,1.322,2.514,3.845,4.061,4.061,4.061,4.061,0.296,0.564,0.862,0.911,0.911,0.911,0.911,3.137,1.946,0.614,0.398,0.398,0.398,0.398,7.234,4.932,3.646,2.691,1.969,1.513,0.637,0.204,0,0,0,0,0,0,0.102,0.433,0.612,0.752,6.508,3.971,2.589,1.662,1.026,0.689,0.287,0.118,0,0,0,0,0,0,0.032,0.219,0.273,0.301,6.171,3.478,2.175,1.357,0.799,0.506,0.201,0.091,0,0,0,0,0,0,0.025,0.17,0.198,0.204,10,10,11,12,13,14,8,6,4,2,0
145,967.404,5.56,174,3.391,2.606,3.126,1.981,3,3.278,2,48,50,1.291,2.242,3.593,3.783,3.783,3.783,3.783,0.278,0.483,0.774,0.815,0.815,0.815,0.815,3.353,2.402,1.051,0.86,0.86,0.86,0.86,8.104,5.288,4.475,2.877,2.045,1.659,0.74,0.612,0,0,0,0,0,0,0.102,0.722,0.76,1.025,7.378,4.327,3.418,1.853,1.1,0.797,0.349,0.526,0,0,0,0,0,0,0.032,0.508,0.407,0.493,7.118,3.835,2.874,1.541,0.884,0.599,0.255,0.408,0,0,0,0,0,0,0.025,0.394,0.306,0.34,11,11,13,13,14,16,10,8,6,4,0
146,309.434,4.618,67,2.953,2.222,2.647,1.561,2,3,1,34,36,1.649,2.906,3.625,3.625,3.625,3.625,3.625,0.412,0.726,0.906,0.906,0.906,0.906,0.906,2.351,1.094,0.375,0.375,0.375,0.375,0.375,5.82,3.932,2.939,2.172,1.707,0.697,0.348,0.204,0,0,0,0,0,0.144,0.102,0.433,0.655,0.421,5.224,3.138,2.043,1.27,0.869,0.341,0.152,0.118,0,0,0,0,0,0.056,0.039,0.219,0.297,0.18,5.318,3.396,2.444,1.681,1.136,0.408,0.172,0.194,0,0,0,0,0,0.091,0.065,0.361,0.431,0.228,8,8,9,10,11,6,4,2,0,0,0
147,6675.792,7.304,914,4.283,3.23,4.011,2.709,4,3.922,2,102,117,1.458,2.595,3.751,4.321,4.45,4.45,4.45,0.269,0.478,0.691,0.796,0.82,0.82,0.82,3.968,2.832,1.676,1.105,0.977,0.977,0.977,13.786,9.826,8.436,7.118,5.755,4.081,2.616,0.94,0,0.201,0,0,0,0.144,0.269,2.339,3.439,4.502,12.82,8.72,7.133,5.74,4.425,3.237,1.83,0.733,0,0.12,0,0,0,0.056,0.217,1.704,2.371,3.037,12.74,8.216,6.38,4.99,3.694,2.579,1.32,0.612,0,0.106,0,0,0,0.033,0.186,1.434,1.939,2.388,20,22,29,37,45,50,50,54,54,56,52
148,5957.376,7.541,790,4.334,2.745,4.173,1.939,4,4.392,3,118,143,1.436,2.652,4.147,4.856,5.01,5.01,5.01,0.272,0.502,0.785,0.919,0.948,0.948,0.948,3.849,2.634,1.139,0.43,0.276,0.276,0.276,14.397,10.22,9.532,8.201,7.258,6.716,4.97,1.455,0,0.303,0,0,0,0,0.219,3.381,5.839,10.338,13.102,8.394,7.209,5.649,4.579,3.878,2.638,1.062,0,0.178,0,0,0,0,0.12,2.214,3.483,5.631,12.807,7.847,6.522,4.961,3.883,3.131,2.028,0.933,0,0.149,0,0,0,0,0.105,1.896,2.882,4.45,21,24,35,49,70,100,117,138,160,173,186
149,18328.809,8.161,2246,4.663,3.523,4.435,2.898,5,4.431,3,140,160,1.793,2.747,3.681,4.344,4.834,4.913,4.913,0.316,0.484,0.649,0.766,0.852,0.866,0.866,3.879,2.925,1.992,1.329,0.838,0.76,0.76,19.441,12.826,12.369,9.239,7.188,5.644,3.549,2.739,0.289,0.634,0.144,0,0,0.118,0.353,4.511,5.788,8.083,18.449,11.624,10.632,7.327,5.422,4.025,2.45,2.233,0.25,0.37,0.083,0,0,0.102,0.252,3.117,3.74,4.74,15.898,9.704,7.442,5.322,3.792,2.521,1.481,0.868,0.013,0.097,0.004,0,0,0.079,0.157,1.615,2.044,2.34,27,29,41,49,59,70,69,76,75,81,83
150,5098.048,7.399,689,4.278,2.702,4.1,1.953,4,4.322,3,112,136,1.462,2.774,4.068,4.837,5.003,5.003,5.003,0.283,0.537,0.787,0.936,0.968,0.968,0.968,3.708,2.396,1.101,0.333,0.167,0.167,0.167,13.527,9.826,8.898,7.858,7.038,6.44,4.584,1.166,0,0.303,0,0,0,0,0.235,3.028,5.428,9.599,12.232,8,6.575,5.302,4.358,3.63,2.323,0.773,0,0.178,0,0,0,0,0.135,1.858,3.075,4.964,11.86,7.475,5.964,4.627,3.638,2.856,1.739,0.709,0,0.149,0,0,0,0,0.111,1.615,2.538,3.859,20,23,33,47,67,94,107,127,145,157,167
