NO.,IDW,MIDW,W,ID,HV,HD,IC,O,Iorb,Oorb,M1,M2,IC0,IC1,IC2,IC3,IC4,IC5,IC6,SIC0,SIC1,SIC2,SIC3,SIC4,SIC5,SIC6,CIC0,CIC1,CIC2,CIC3,CIC4,CIC5,CIC6,S0,S1,S2,S3,S4,S5,S6,SC3,SC4,SC5,SC6,SCH3,SCH4,SCH5,SCH6,SPC4,SPC5,SPC6,B0,B1,B2,B3,B4,B5,B6,BC3,BC4,BC5,BC6,BCH3,BCH4,BCY5,BCH6,BPC4,BPC5,BPC6,V0,V1,V2,V3,V4,V5,V6,VC3,VC4,VC5,VC6,VCH3,VCH4,VCH5,VCH6,VPC4,VPC5,VPC6,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
363,15278.338,8.232,1856,4.681,3.281,4.506,2.713,4,4.755,3,146,173,1.67,3.145,4.523,5.207,5.329,5.329,5.329,0.297,0.56,0.806,0.927,0.949,0.949,0.949,3.945,2.469,1.092,0.408,0.286,0.286,0.286,18.966,13.008,12.126,10.24,8.479,6.357,4.567,1.979,0,0.442,0,0,0,0.236,0.476,4.522,6.88,9.779,17.43,10.992,9.532,7.471,5.774,4.042,2.683,1.465,0,0.252,0,0,0,0.166,0.329,3.046,4.337,5.612,16.387,9.934,8.057,6.135,4.326,2.877,1.799,1.13,0,0.214,0,0,0,0.123,0.202,2.405,3.051,3.805,27,30,43,57,75,89,100,115,132,132,138
364,15795.528,8.231,1919,4.659,3.318,4.506,2.713,4,4.755,3,140,162,1.694,2.911,4.344,5.109,5.301,5.301,5.301,0.297,0.511,0.762,0.896,0.93,0.93,0.93,4.006,2.79,1.356,0.591,0.399,0.399,0.399,19.552,12.829,12.108,9.607,7.49,5.643,3.969,2.207,0,0.498,0,0,0,0.118,0.337,4.624,6.181,8.401,18.19,11.223,9.996,7.646,5.783,4.155,2.778,1.677,0,0.303,0,0,0,0.118,0.293,3.336,4.399,5.621,16.917,9.981,8.148,6.043,4.148,2.756,1.731,1.22,0,0.225,0,0,0,0.091,0.17,2.478,2.938,3.536,27,29,41,51,63,75,82,91,92,100,98
365,20325.072,8.423,2413,4.748,3.412,4.596,2.902,4,4.556,2,152,175,1.728,2.925,4.281,4.954,5.172,5.172,5.172,0.299,0.506,0.74,0.857,0.895,0.895,0.895,4.053,2.857,1.501,0.827,0.609,0.609,0.609,21.181,13.63,13.558,9.972,7.881,5.809,4.287,3.246,0.289,0.764,0.144,0,0,0.118,0.353,5.404,7.169,9.127,19.767,12.056,11.525,7.894,5.993,4.217,2.931,2.721,0.25,0.47,0.083,0,0,0.118,0.297,3.946,5.038,6.015,16.36,9.748,7.78,5.601,3.99,2.614,1.673,1.111,0.013,0.153,0.004,0,0,0.091,0.174,2.065,2.602,3.039,29,31,45,54,66,78,89,99,99,107,107
366,16125.096,8.223,1961,4.672,3.378,4.501,2.876,4,4.607,2,138,159,1.578,2.792,4.405,5.066,5.209,5.209,5.209,0.272,0.481,0.759,0.872,0.897,0.897,0.897,4.229,3.016,1.402,0.741,0.598,0.598,0.598,19.389,12.957,11.769,9.444,7.493,5.642,3.976,1.939,0,0.331,0,0,0,0.118,0.353,4.035,5.65,7.563,17.974,11.367,9.748,7.506,5.763,4.13,2.785,1.506,0,0.22,0,0,0,0.118,0.297,2.988,4.128,5.241,16.951,10.768,8.313,6.223,4.33,2.879,1.897,1.097,0,0.118,0,0,0,0.091,0.174,2.19,2.751,3.232,27,29,40,50,62,74,81,91,91,99,95
367,15657.037,8.236,1901,4.659,3.248,4.51,2.672,4,4.533,2,140,161,1.694,2.911,4.306,4.994,5.147,5.147,5.147,0.297,0.511,0.755,0.876,0.903,0.903,0.903,4.006,2.79,1.395,0.707,0.553,0.553,0.553,19.552,12.813,12.257,9.176,7.923,5.46,4.165,2.313,0,0.331,0,0,0,0.118,0.337,4.156,6.497,8.252,18.19,11.217,10.074,7.356,6.041,4.077,2.859,1.721,0,0.22,0,0,0,0.118,0.293,3.049,4.544,5.553,15.405,9.219,7.363,5.243,3.891,2.469,1.573,1.019,0,0.118,0,0,0,0.091,0.17,1.858,2.528,2.924,27,29,41,50,65,74,84,89,93,99,101
368,15832.074,8.233,1923,4.672,3.322,4.509,2.713,4,4.755,2,138,159,1.52,2.792,4.476,5.209,5.352,5.352,5.352,0.262,0.481,0.771,0.897,0.922,0.922,0.922,4.287,3.016,1.331,0.598,0.456,0.456,0.456,19.389,12.957,11.781,9.369,7.604,5.669,3.955,1.939,0,0.331,0,0,0,0.118,0.353,3.982,5.775,7.73,17.974,11.367,9.751,7.474,5.83,4.158,2.766,1.506,0,0.22,0,0,0,0.118,0.297,2.97,4.198,5.333,16.135,9.543,7.436,5.454,3.961,2.585,1.608,0.961,0,0.118,0,0,0,0.091,0.174,1.883,2.509,2.96,27,29,40,50,63,74,81,91,91,99,97
369,18196.67,8.324,2186,4.714,3.406,4.549,2.897,4,4.593,2,144,166,1.634,2.933,4.352,5.037,5.185,5.185,5.185,0.284,0.51,0.756,0.875,0.901,0.901,0.901,4.121,2.822,1.403,0.718,0.57,0.57,0.57,20.259,13.329,12.499,9.734,7.708,5.73,4.147,2.235,0,0.498,0,0,0,0.118,0.353,4.583,6.117,8.074,18.129,11.162,9.784,7.376,5.695,4.062,2.739,1.574,0,0.257,0,0,0,0.118,0.297,3.055,4.149,5.246,15.99,9.519,7.508,5.467,3.914,2.569,1.624,1.005,0,0.13,0,0,0,0.091,0.174,1.94,2.493,2.937,28,30,42,52,64,76,85,95,95,103,101
370,16125.096,8.223,1961,4.672,3.378,4.501,2.876,4,4.607,2,138,159,1.52,2.792,4.405,5.066,5.209,5.209,5.209,0.262,0.481,0.759,0.872,0.897,0.897,0.897,4.287,3.016,1.402,0.741,0.598,0.598,0.598,19.389,12.957,11.769,9.444,7.493,5.642,3.976,1.939,0,0.331,0,0,0,0.118,0.353,4.035,5.65,7.563,17.974,11.367,9.748,7.506,5.763,4.13,2.785,1.506,0,0.22,0,0,0,0.118,0.297,2.988,4.128,5.241,16.135,9.543,7.433,5.479,3.922,2.568,1.628,0.961,0,0.118,0,0,0,0.091,0.174,1.897,2.47,2.907,27,29,40,50,62,74,81,91,91,99,95
371,17750.018,8.337,2129,4.714,3.35,4.56,2.74,4,4.736,2,144,166,1.634,2.933,4.426,5.185,5.334,5.334,5.334,0.284,0.51,0.769,0.901,0.927,0.927,0.927,4.121,2.822,1.329,0.57,0.421,0.421,0.421,20.259,13.329,12.511,9.666,7.769,5.867,4.052,2.235,0,0.498,0,0,0,0.118,0.353,4.535,6.164,8.437,18.129,11.162,9.788,7.35,5.733,4.099,2.715,1.574,0,0.257,0,0,0,0.118,0.297,3.04,4.184,5.345,15.99,9.519,7.512,5.442,3.958,2.579,1.607,1.005,0,0.13,0,0,0,0.091,0.174,1.926,2.535,2.993,28,30,42,52,65,77,84,96,94,104,102
372,12347.751,8.013,1541,4.569,3.21,4.4,2.634,4,4.484,2,128,147,1.497,2.622,4.159,4.941,5.147,5.147,5.147,0.263,0.46,0.73,0.867,0.903,0.903,0.903,4.204,3.079,1.541,0.76,0.553,0.553,0.553,17.811,12.025,10.978,8.625,7.04,5.254,3.525,1.735,0,0.331,0,0,0,0.118,0.371,3.543,5.13,6.897,16.345,10.395,9.063,6.917,5.466,3.906,2.576,1.388,0,0.22,0,0,0,0.118,0.301,2.734,3.895,4.976,14.804,9.02,7.07,5.163,3.774,2.458,1.513,0.893,0,0.118,0,0,0,0.091,0.178,1.751,2.34,2.761,25,27,37,46,58,68,73,83,83,89,83
373,18196.67,8.324,2186,4.714,3.406,4.549,2.897,4,4.664,2,144,166,1.621,2.87,4.455,5.105,5.245,5.245,5.245,0.278,0.492,0.764,0.875,0.899,0.899,0.899,4.212,2.963,1.378,0.728,0.588,0.588,0.588,20.259,13.329,12.499,9.734,7.708,5.73,4.147,2.235,0,0.498,0,0,0,0.118,0.353,4.583,6.117,8.074,18.474,11.41,10.055,7.521,5.777,4.11,2.793,1.648,0,0.279,0,0,0,0.118,0.297,3.177,4.243,5.339,17.359,11.268,9.063,6.511,4.496,2.962,2.004,1.347,0,0.201,0,0,0,0.091,0.174,2.562,3.014,3.488,28,30,42,52,64,76,85,95,95,103,101
374,20325.072,8.423,2413,4.748,3.412,4.596,2.902,4,4.651,2,152,175,1.657,2.912,4.47,5.108,5.246,5.246,5.246,0.283,0.497,0.763,0.872,0.895,0.895,0.895,4.201,2.946,1.388,0.75,0.612,0.612,0.612,21.181,13.63,13.558,9.972,7.881,5.809,4.287,3.246,0.289,0.764,0.144,0,0,0.118,0.353,5.404,7.169,9.127,19.09,11.496,10.496,7.567,5.806,4.112,2.81,2.051,0.102,0.35,0.034,0,0,0.118,0.297,3.428,4.515,5.558,17.768,11.768,10.017,6.8,4.663,3.045,2.111,1.903,0.102,0.318,0.034,0,0,0.091,0.174,3.052,3.463,3.885,29,31,45,54,66,78,89,99,99,107,107
375,9853.327,7.752,1271,4.417,3.234,4.255,2.703,4,4.263,3,114,130,1.507,2.666,4.267,4.63,4.671,4.671,4.671,0.268,0.475,0.76,0.825,0.832,0.832,0.832,4.108,2.948,1.348,0.985,0.944,0.944,0.944,16.983,10.88,10,7.921,5.76,3.993,2.433,1.777,0,0.517,0,0,0,0.144,0.17,3.971,5.097,7.183,15.991,9.619,8.336,6.225,4.324,2.687,1.583,1.391,0,0.371,0,0,0,0.144,0.126,2.936,3.616,4.715,15.7,9.057,7.563,5.383,3.465,2.098,1.199,1.236,0,0.303,0,0,0,0.112,0.103,2.482,2.786,3.4,23,24,33,40,46,49,46,46,44,37,34
376,13990.87,8.125,1722,4.628,3.251,4.452,2.676,4,4.393,3,132,152,1.518,2.613,4.098,4.759,4.909,4.909,4.909,0.269,0.463,0.726,0.843,0.87,0.87,0.87,4.126,3.031,1.546,0.885,0.735,0.735,0.735,18.518,12.542,11.154,9.32,7.065,5.291,3.351,1.611,0,0.449,0,0,0,0.144,0.272,3.913,5.329,7.795,16.801,10.33,8.446,6.54,4.555,2.98,1.845,1.136,0,0.265,0,0,0,0.144,0.158,2.556,3.175,4.117,16.509,9.768,7.678,5.753,3.78,2.423,1.408,0.984,0,0.22,0,0,0,0.112,0.135,2.177,2.51,3.097,26,28,38,48,58,67,66,70,72,67,62
377,8663.703,7.77,1115,4.403,3.026,4.275,2.475,4,4.437,3,126,153,1.898,3.735,4.472,4.795,4.85,4.85,4.85,0.367,0.722,0.865,0.927,0.938,0.938,0.938,3.271,1.435,0.698,0.375,0.32,0.32,0.32,16.776,10.819,10.599,8.974,7.52,5.551,3.42,2.363,0.167,0.938,0.164,0,0,0.118,0.317,5.576,9.183,15.028,14.355,8.009,6.698,4.988,3.628,2.27,1.242,1.242,0.059,0.375,0.046,0,0,0.048,0.125,2.64,3.822,5.346,13.056,7.995,6.843,5.194,3.662,2.432,1.396,1.276,0.046,0.411,0.036,0,0,0.024,0.099,2.821,3.886,5.377,23,25,38,52,69,82,84,91,89,96,84
378,5976.354,7.527,794,4.324,2.792,4.167,2.489,4,4.392,2,120,150,1.245,2.604,4.224,5.045,5.132,5.132,5.132,0.225,0.471,0.765,0.913,0.929,0.929,0.929,4.278,2.92,1.299,0.478,0.391,0.391,0.391,14.449,10.243,9.357,8.477,7.75,7.237,5.441,1.518,0.083,0.485,0.068,0,0,0,0.228,4.161,7.88,14.534,13.405,8.954,7.86,6.908,6.057,5.375,3.858,1.235,0.072,0.383,0.05,0,0,0,0.174,3.32,6.053,10.595,12.722,8.418,7.155,6.299,5.465,4.699,3.277,1.075,0.072,0.357,0.05,0,0,0,0.163,3.014,5.477,9.309,21,24,36,54,80,117,139,171,192,204,178
379,10928.543,8.024,1362,4.527,3.05,4.41,2.565,3,4.644,2,134,163,1.784,3.426,4.516,5.061,5.061,5.061,5.061,0.327,0.627,0.827,0.927,0.927,0.927,0.927,3.675,2.034,0.943,0.398,0.398,0.398,0.398,18.301,11.845,11.094,9.382,8.334,6.625,4.879,2.07,0,0.657,0,0,0,0,0.174,5.021,8.92,14.804,16.836,10.06,8.516,6.517,5.319,3.856,2.522,1.374,0,0.302,0,0,0,0,0.122,2.929,4.796,7.135,13.975,8.115,6.181,4.486,3.304,2.294,1.35,0.862,0,0.143,0,0,0,0,0.08,1.739,2.513,3.424,25,27,40,56,78,102,118,131,140,150,137
380,30756.127,8.894,3458,5.003,3.436,4.836,2.844,4,4.205,3,180,215,1.419,2.61,3.923,4.513,4.76,4.76,4.76,0.234,0.43,0.647,0.744,0.785,0.785,0.785,4.647,3.456,2.143,1.553,1.306,1.306,1.306,24.184,16.349,14.908,12.813,10.059,8.448,5.57,2.678,0.212,0.967,0.179,0,0,0,0.36,6.823,10.853,17.768,21.687,13.225,11.226,8.663,6.193,4.848,3.121,2.068,0.169,0.519,0.089,0,0,0,0.164,4.507,6.374,9.315,20.709,12.265,9.904,7.424,5.283,3.95,2.413,1.589,0.1,0.343,0.056,0,0,0,0.148,3.373,4.75,6.635,34,37,53,72,91,116,118,124,128,142,148
381,14583.349,8.23,1772,4.694,3.21,4.51,2.658,4,4.607,3,144,172,1.521,2.996,4.477,4.909,5.029,5.029,5.029,0.269,0.531,0.793,0.87,0.891,0.891,0.891,4.123,2.648,1.167,0.735,0.615,0.615,0.615,18.803,13.169,11.646,10.078,8.697,7.4,5.456,1.574,0,0.4,0,0,0,0,0.235,4.031,6.77,11.162,16.983,10.749,8.479,6.572,5.101,3.884,2.552,0.991,0,0.198,0,0,0,0,0.124,2.306,3.472,5.06,16.259,9.916,7.414,5.61,4.252,3.273,2.12,0.858,0,0.134,0,0,0,0,0.101,1.876,2.81,4.142,27,30,42,58,79,107,125,151,180,200,209
382,8663.703,7.77,1115,4.403,3.026,4.275,2.475,4,4.437,3,126,153,1.943,3.835,4.572,4.795,4.85,4.85,4.85,0.376,0.742,0.884,0.927,0.938,0.938,0.938,3.227,1.335,0.597,0.375,0.32,0.32,0.32,16.776,10.819,10.599,8.974,7.52,5.551,3.42,2.363,0.167,0.938,0.164,0,0,0.118,0.317,5.576,9.183,15.028,14.355,8.009,6.698,4.988,3.628,2.27,1.242,1.242,0.059,0.375,0.046,0,0,0.048,0.125,2.64,3.822,5.346,13.903,8.831,8.069,6.02,4.308,2.769,1.582,1.593,0.046,0.411,0.036,0,0,0.079,0.181,3.18,4.325,5.705,23,25,38,52,69,82,84,91,89,96,84
383,7488.306,7.8,960,4.444,2.779,4.309,2.459,3,4.524,2,140,182,1.421,3.153,4.806,5.232,5.232,5.232,5.232,0.26,0.578,0.88,0.958,0.958,0.958,0.958,4.039,2.306,0.654,0.227,0.227,0.227,0.227,15.767,11.164,10.607,10.145,9.575,8.983,7.56,1.859,0.068,0.765,0.078,0,0,0.068,0.396,5.524,10.858,20.754,14.516,9.576,8.707,7.957,7.058,6.187,4.91,1.512,0.059,0.571,0.058,0,0,0.051,0.277,4.268,7.857,14.008,12.982,8.399,7.233,6.351,5.524,4.641,3.394,1.17,0.059,0.397,0.048,0,0,0.029,0.204,3.204,5.806,9.848,23,27,43,69,109,165,220,288,362,416,445
384,9563.955,8.044,1189,4.56,2.796,4.432,2.469,3,4.564,2,160,211,1.45,3.09,4.397,5.127,5.127,5.127,5.127,0.26,0.553,0.787,0.918,0.918,0.918,0.918,4.135,2.495,1.188,0.458,0.458,0.458,0.458,16.974,12.043,12.14,11.262,10.315,9.804,8.106,2.509,0.161,1.221,0.302,0.289,0.204,0.186,0.524,7.043,13.667,26.859,16.035,10.839,10.487,9.341,8.146,7.247,5.705,2.124,0.153,1,0.266,0.289,0.204,0.169,0.414,5.767,10.708,19.778,14.202,9.556,8.716,7.27,6.146,5.253,3.891,1.549,0.097,0.576,0.136,0.289,0.204,0.121,0.312,3.87,7.011,12.201,25,30,50,78,122,186,248,326,425,507,556
385,8674.96,7.773,1116,4.428,3.043,4.28,2.562,3,4.35,2,122,147,1.734,3.318,4.285,4.705,4.705,4.705,4.705,0.324,0.619,0.8,0.878,0.878,0.878,0.878,3.624,2.039,1.073,0.653,0.653,0.653,0.653,16.56,11.024,10.009,8.636,7.271,6.1,4.357,1.639,0,0.581,0,0,0,0,0.203,4.271,6.963,11.506,15.044,9.243,7.485,5.8,4.438,3.4,2.055,0.983,0,0.25,0,0,0,0,0.144,2.271,3.354,4.958,12.804,7.583,5.521,4.178,2.961,2.116,1.189,0.628,0,0.134,0,0,0,0,0.093,1.461,2.025,2.765,23,25,36,50,67,90,101,113,120,129,113
386,10072.788,7.888,1277,4.478,3.131,4.335,2.721,4,4.418,2,128,154,1.7,3.117,4.261,4.561,4.743,4.743,4.743,0.311,0.571,0.78,0.836,0.869,0.869,0.869,3.76,2.343,1.198,0.898,0.716,0.716,0.716,17.43,11.418,10.631,9.047,7.423,6.329,4.65,1.928,0,0.581,0,0,0,0,0.184,4.679,7.313,12.012,15.914,9.637,8.107,6.211,4.596,3.623,2.314,1.271,0,0.25,0,0,0,0,0.125,2.679,3.707,5.45,13.751,7.955,6.074,4.564,3.103,2.301,1.373,0.851,0,0.134,0,0,0,0,0.087,1.777,2.27,3.082,24,26,38,52,69,94,107,119,126,141,131
387,16394.844,8.197,2000,4.706,3.41,4.475,2.852,5,4.607,4,142,167,1.592,2.631,3.899,4.747,5.011,5.162,5.162,0.278,0.459,0.681,0.829,0.875,0.901,0.901,4.136,3.097,1.829,0.981,0.717,0.566,0.566,18.64,13.242,11.556,9.797,8.391,7.335,5.02,1.439,0,0.247,0,0,0,0,0.28,3.448,5.742,9.486,17.345,11.415,9.237,7.257,5.746,4.585,2.916,1.048,0,0.127,0,0,0,0,0.161,2.298,3.453,5.026,17.053,10.834,8.614,6.69,5.116,4.111,2.594,1.067,0,0.137,0,0,0,0,0.136,2.302,3.362,5.024,27,30,41,55,74,100,106,122,137,150,145
388,8672.515,7.771,1116,4.418,3.032,4.276,2.475,4,4.437,3,124,150,1.851,3.511,4.304,4.85,4.982,4.982,4.982,0.358,0.679,0.833,0.938,0.964,0.964,0.964,3.318,1.658,0.866,0.32,0.188,0.188,0.188,16.613,10.926,10.318,8.895,7.404,5.815,3.429,2.075,0.167,0.938,0.164,0,0,0,0.217,5.231,8.665,14.833,14.01,7.932,6.387,4.858,3.487,2.286,1.217,1.076,0.059,0.375,0.046,0,0,0,0.075,2.469,3.58,5.224,12.91,8.106,6.773,5.257,3.692,2.534,1.415,1.167,0.046,0.411,0.036,0,0,0,0.087,2.736,3.791,5.362,23,25,37,51,67,84,83,89,87,91,82
389,8169.229,7.765,1052,4.407,2.996,4.272,2.525,4,4.524,2,136,172,1.172,2.144,3.529,4.629,5.157,5.157,5.157,0.205,0.374,0.616,0.808,0.9,0.9,0.9,4.556,3.584,2.199,1.099,0.571,0.571,0.571,16.405,10.86,11.009,9.806,8.608,6.942,5.219,2.642,0.236,1.057,0.203,0,0,0.083,0.394,6.627,11.682,19.02,15.458,9.903,9.682,8.675,7.458,5.795,4.327,2.244,0.22,0.897,0.173,0,0,0.083,0.358,5.733,9.978,15.721,14.86,9.604,9.254,8.453,7.227,5.568,4.166,2.097,0.22,0.867,0.173,0,0,0.083,0.358,5.525,9.576,14.935,23,26,42,62,87,114,139,172,208,231,230
390,16696.035,8.042,2076,4.663,3.617,4.366,3.061,4,4.547,2,136,158,1.317,2.755,4.255,5.109,5.241,5.241,5.241,0.232,0.486,0.75,0.901,0.924,0.924,0.924,4.356,2.918,1.417,0.564,0.431,0.431,0.431,17.769,12.793,11.143,9.469,7.817,6.39,4.078,1.296,0,0.219,0,0,0,0.096,0.458,3.11,4.841,6.941,15.821,10.097,7.805,5.852,4.271,3.164,1.894,0.791,0,0.082,0,0,0,0.037,0.181,1.625,2.193,2.783,15.065,9.496,7.088,5.294,3.79,2.689,1.549,0.657,0,0.082,0,0,0,0.032,0.162,1.435,1.929,2.339,26,29,39,51,65,79,76,81,84,77,81
391,16503.309,8.348,1977,4.748,3.266,4.576,2.74,4,4.664,3,148,176,1.453,2.762,4.312,5.105,5.21,5.21,5.21,0.249,0.474,0.739,0.875,0.893,0.893,0.893,4.38,3.07,1.521,0.728,0.623,0.623,0.623,19.51,13.669,12.001,10.305,8.86,7.225,5.268,1.559,0,0.423,0,0,0,0.144,0.299,4.019,6.858,11.315,17.845,11.558,9.337,7.241,5.692,3.974,2.62,1.102,0,0.217,0,0,0,0.144,0.179,2.48,3.902,5.619,17.596,11.195,8.819,6.653,5.212,3.805,2.486,1.022,0,0.191,0,0,0,0.112,0.165,2.273,3.578,5.387,28,31,43,59,81,106,124,153,179,205,202
392,10835.644,8.015,1352,4.552,3.091,4.403,2.725,4,4.484,2,140,172,1.844,3.337,4.311,4.571,4.758,4.758,4.758,0.34,0.615,0.794,0.842,0.877,0.877,0.877,3.583,2.09,1.116,0.855,0.669,0.669,0.669,17.715,11.969,11.409,9.828,8.718,7.657,5.64,2.014,0,0.619,0,0,0,0,0.242,4.932,8.567,14.917,16.251,10.206,8.842,6.941,5.634,4.62,3.01,1.337,0,0.281,0,0,0,0,0.173,2.892,4.566,7.27,14.605,9.149,7.547,5.935,4.744,3.816,2.465,0.987,0,0.19,0,0,0,0,0.153,2.211,3.553,5.583,25,28,42,60,86,121,144,178,205,238,232
393,3841.599,6.86,560,3.94,2.891,3.801,2.257,3,3.808,2,82,90,1.43,2.866,4.017,4.267,4.267,4.267,4.267,0.272,0.546,0.765,0.813,0.813,0.813,0.813,3.818,2.382,1.231,0.981,0.981,0.981,0.981,13.052,7.832,7.795,5.082,3.434,2.806,1.719,2.365,0.354,0.236,0,0,0,0,0.068,2.796,3.271,4.461,12.431,6.927,6.54,3.65,2.195,1.689,0.896,2.107,0.354,0.127,0,0,0,0,0.024,1.981,2.065,2.581,10.565,5.69,5.193,2.484,1.46,0.999,0.522,1.604,0.25,0.057,0,0,0,0,0.024,1.218,1.203,1.266,17,17,24,25,27,33,30,24,20,19,10
394,11031.673,7.88,1400,4.507,3.233,4.323,2.69,4,4.418,3,124,143,1.576,2.556,3.981,4.701,4.905,4.905,4.905,0.281,0.455,0.709,0.837,0.874,0.874,0.874,4.039,3.059,1.633,0.913,0.709,0.709,0.709,17.104,11.525,10.575,8.557,6.79,4.943,3.598,1.707,0,0.331,0,0,0,0.144,0.238,3.631,5.163,7.176,16.113,10.264,8.925,6.882,5.278,3.621,2.573,1.328,0,0.201,0,0,0,0.144,0.194,2.642,3.652,4.8,15.691,9.426,7.751,5.752,4.005,2.586,1.694,1.112,0,0.179,0,0,0,0.112,0.144,2.206,2.689,3.27,24,26,36,45,56,65,69,68,74,74,72
395,13548.001,8.122,1668,4.637,3.221,4.45,2.662,4,4.547,3,140,166,1.651,3.051,4.454,4.96,5.002,5.002,5.002,0.296,0.546,0.798,0.888,0.896,0.896,0.896,3.934,2.534,1.131,0.625,0.583,0.583,0.583,18.096,12.614,11.493,9.912,8.186,6,4.477,1.69,0,0.442,0,0,0,0.262,0.377,4.178,6.363,9.283,16.56,10.598,8.898,7.143,5.481,3.683,2.593,1.176,0,0.252,0,0,0,0.192,0.23,2.701,3.819,5.114,16.047,9.77,7.736,5.937,4.165,2.653,1.725,0.986,0,0.204,0,0,0,0.142,0.169,2.209,2.774,3.419,26,29,41,55,72,85,97,109,122,121,126
396,18914.521,8.444,2240,4.769,3.299,4.616,2.68,4,4.72,3,158,188,1.742,3.101,4.28,5.02,5.162,5.162,5.162,0.304,0.541,0.747,0.876,0.901,0.901,0.901,3.986,2.627,1.448,0.708,0.566,0.566,0.566,20.596,13.86,13.208,11.06,9.186,6.679,4.886,2.521,0.102,0.637,0.072,0,0,0.228,0.514,5.715,8.838,12.557,18.864,11.949,10.737,8.595,6.817,4.72,3.423,1.893,0.088,0.389,0.044,0,0,0.207,0.362,4.055,6.016,8.078,17.56,10.712,8.933,6.885,4.957,3.283,2.201,1.417,0.063,0.241,0.013,0,0,0.143,0.218,2.96,3.905,4.836,29,32,47,62,81,96,110,126,142,153,152
397,18914.521,8.444,2240,4.769,3.299,4.616,2.68,4,4.72,3,158,188,1.742,3.101,4.28,5.02,5.162,5.162,5.162,0.304,0.541,0.747,0.876,0.901,0.901,0.901,3.986,2.627,1.448,0.708,0.566,0.566,0.566,20.596,13.86,13.208,11.06,9.186,6.679,4.886,2.521,0.102,0.637,0.072,0,0,0.228,0.514,5.715,8.838,12.557,18.864,11.949,10.737,8.595,6.817,4.72,3.423,1.893,0.088,0.389,0.044,0,0,0.207,0.362,4.055,6.016,8.078,17.56,10.712,8.933,6.885,4.957,3.283,2.201,1.417,0.063,0.241,0.013,0,0,0.143,0.218,2.96,3.905,4.836,29,32,47,62,81,96,110,126,142,153,152
398,15278.338,8.232,1856,4.681,3.281,4.506,2.713,4,4.755,3,146,173,1.72,3.309,4.742,5.288,5.329,5.329,5.329,0.306,0.589,0.845,0.942,0.949,0.949,0.949,3.894,2.306,0.873,0.327,0.286,0.286,0.286,18.966,13.008,12.126,10.24,8.479,6.357,4.567,1.979,0,0.442,0,0,0,0.236,0.476,4.522,6.88,9.779,17.43,10.992,9.532,7.471,5.774,4.042,2.683,1.465,0,0.252,0,0,0,0.166,0.329,3.046,4.337,5.612,16.364,9.845,7.93,5.986,4.178,2.74,1.725,1.116,0,0.204,0,0,0,0.122,0.195,2.338,2.923,3.57,27,30,43,57,75,89,100,115,132,132,138
399,13548.001,8.122,1668,4.637,3.221,4.45,2.662,4,4.547,3,140,166,1.706,3.092,4.4,4.916,4.959,4.959,4.959,0.307,0.557,0.792,0.885,0.893,0.893,0.893,3.849,2.463,1.155,0.638,0.596,0.596,0.596,18.096,12.614,11.493,9.912,8.186,6,4.477,1.69,0,0.442,0,0,0,0.262,0.377,4.178,6.363,9.283,16.56,10.598,8.898,7.143,5.481,3.683,2.593,1.176,0,0.252,0,0,0,0.192,0.23,2.701,3.819,5.114,15.917,9.642,7.607,5.816,4.058,2.574,1.651,0.968,0,0.199,0,0,0,0.135,0.16,2.159,2.689,3.298,26,29,41,55,72,85,97,109,122,121,126
400,15989.829,8.229,1943,4.672,3.342,4.506,2.756,4,4.755,3,138,159,1.67,2.88,4.272,5.199,5.385,5.385,5.385,0.29,0.5,0.742,0.903,0.936,0.936,0.936,4.085,2.875,1.483,0.556,0.37,0.37,0.37,19.389,12.957,11.758,9.429,7.616,5.658,3.983,1.911,0,0.331,0,0,0,0.118,0.337,4.011,5.85,7.861,18.397,11.696,10.108,7.754,6.104,4.343,2.972,1.532,0,0.201,0,0,0,0.118,0.293,3.022,4.339,5.496,16.87,10.186,8.207,6.098,4.271,2.838,1.81,1.175,0,0.179,0,0,0,0.091,0.17,2.363,2.923,3.512,27,29,40,50,63,74,80,87,96,96,98
401,15278.338,8.232,1856,4.681,3.281,4.506,2.713,4,4.755,3,146,173,1.732,3.211,4.496,5.168,5.293,5.293,5.293,0.31,0.575,0.805,0.925,0.948,0.948,0.948,3.853,2.374,1.089,0.417,0.292,0.292,0.292,18.966,13.008,12.126,10.24,8.479,6.357,4.567,1.979,0,0.442,0,0,0,0.236,0.476,4.522,6.88,9.779,17.43,10.992,9.532,7.471,5.774,4.042,2.683,1.465,0,0.252,0,0,0,0.166,0.329,3.046,4.337,5.612,16.326,9.869,8,6.065,4.255,2.822,1.766,1.123,0,0.207,0,0,0,0.12,0.199,2.364,2.972,3.672,27,30,43,57,75,89,100,115,132,132,138
